"Title","Genre","Year","Rating","Duration","Director","Status","Language","Description"
"The Siege of Jadotville","Action","2016","7.3","108","Richie Smyth","Watchlist","","Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s."
"Up in the Air","Drama","2009","7.4","109","Jason Reitman","Watched","","Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire."
"The Midnight Meat Train","Horror","2008","6.1","98","Ryûhei Kitamura","Watchlist","","A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable."
"The Twilight Saga: Eclipse","Drama","2010","4.9","124","David Slade","Watched","","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
"Transpecos","Thriller","2016","5.8","86","Greg Kwedar","Watchlist","","For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives."
"What's Your Number?","Comedy","2011","6.1","106","Mark Mylod","Watched","","A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love."
"Riddick","Action","2013","6.4","119","David Twohy","Watchlist","","Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."
"Triangle","Thriller","2009","6.9","99","Christopher Smith","Watched","","The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas."
"The Butler","Drama","2013","7.2","132","Lee Daniels","Watched","","As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."
"King Cobra","Drama","2016","5.6","91","Justin Kelly","Watched","","This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary »"
"After Earth","Action","2013","4.9","100","M. Night Shyamalan","Watched","","A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."
"Kicks","Adventure","2016","6.1","80","Justin Tipping","Currently Watching","","Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them."
"Me and Earl and the Dying Girl","Comedy","2015","7.8","105","Alfonso Gomez-Rejon","Watched","","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
"The Descendants","Comedy","2011","7.3","115","Alexander Payne","Watchlist","","A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident."
"Sex and the City 2","Comedy","2010","4.3","146","Michael Patrick King","Watched","","While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie."
"The Kings of Summer","Comedy","2013","7.2","95","Jordan Vogt-Roberts","Watched","","Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land."
"Death Race","Action","2008","6.4","105","Paul W.S. Anderson","Currently Watching","","Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory."
"That Awkward Moment","Comedy","2014","6.2","94","Tom Gormican","Watched","","Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide 'So...where is this going?'"
"Legion","Action","2010","5.2","100","Scott Stewart","Currently Watching","","When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope."
"End of Watch","Drama","2012","7.7","109","David Ayer","Watchlist","","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
"3 Days to Kill","Action","2014","6.2","117","McG","Watched","","A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment."
"Lucky Number Slevin","Drama","2006","7.8","110","Paul McGuigan","Watchlist","","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him."
"Trance","Drama","2013","7.0","101","Danny Boyle","Watchlist","","An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting."
"Into the Forest","Drama","2015","5.9","101","Patricia Rozema","Watched","","After a massive power outage, two sisters learn to survive on their own in their isolated woodland home."
"The Other Boleyn Girl","Drama","2008","6.7","115","Justin Chadwick","Watchlist","","Two sisters contend for the affection of King Henry VIII."
"I Spit on Your Grave","Horror","2010","6.3","108","Steven R. Monroe","Watchlist","","A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead."
"Custody","Drama","2016","6.9","104","James Lapine","Watched","","The lives of three women are unexpectedly changed when they cross paths at a New York Family Court."
"Inland Empire","Drama","2006","7.0","180","David Lynch","Watchlist","","As an actress starts to adopt the persona of her character in a film, her world starts to become nightmarish and surreal."
"L'odyssée","Adventure","2016","6.7","122","Jérôme Salle","Watched","","Highly influential and a fearlessly ambitious pioneer, innovator, filmmaker, researcher and conservationist, Jacques-Yves Cousteau's aquatic adventure covers roughly thirty years of an inarguably rich in achievements life."
"The Walk","Crime","2015","7.3","123","Robert Zemeckis","Watched","","In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers."
"Wrecker","Action","2015","3.5","83","Micheal Bafaro","Watched","","Best friends Emily and Lesley go on a road trip to the desert. When Emily decides to get off the highway and take a 'short cut,' they become the target of a relentless and psychotic trucker... See full summary »"
